Row Id,LBNL ID,MURR ID,Alternate ID,Site,Latitude,Longitude,Context,Excavator,Source Person,Affiliation,Material,Ware,Fabric,Exterior Decoration,Form,Specific Form,Piece,Group,Era,Temper,Notes,Analytical Notes,Powder Present in Archives,Data Source,Run,Entry,Al,Ca,V,Dy,Mn,Na,K,Sr,As,U,Eu,Ba,Sm,La,Ti,Lu,Nd,Co,Sc,Fe,Ce,Yb,Cs,Ta,Sb,Cr,Th,Ni,Rb,Tb,Hf,Zn,Column #59,Column #60,Column #61,Column #62,Column #63,Column #64,Column #65,Column #66,Column #67,Column #68,Column #69,Column #70,Column #71,Column #72,Column #73,Column #74,Column #75,Column #76
1762,PROM-12,PROM0012,T231-1,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,RPII,,,Jar,Bottle,,,,,,,Y,Direct transcription,936,H,61400,33700,174,3.69,947,6080,12500,1255,18.2,2.932,0.978,1150.0,3.79,23.19,3240,0.275,18.5,25.22,17.91,44400,46.2,1.899,4.81,0.681,1.06,314.8,8.45,170.0,55.0,0.537,2.73,401.0,,,,,,,,,,,,,,,,,,
1763,PROM-13,PROM0013,A6-7-1,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,Proto White Slip,,,Jar,Juglet,,,,,,,Y,Direct transcription,936,J,131900,9500,296,2.99,530,21540,22900,67,5.9,0.25,0.445,324.0,1.128,2.89,8140,0.407,4.0,10.72,51.93,27200,4.3,2.654,0.26,0.131,0.29,21.9,0.67,18.0,23.0,0.364,2.45,70.0,,,,,,,,,,,,,,,,,,
1764,PROM-15,PROM0015,T24a 1,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,RP IV,,,Jar,Jug,,,,,,,Y,Direct transcription,936,K,61500,93800,225,3.05,1142,10090,1800,594,10,0.778,0.691,334.0,2.388,9.92,3260,0.223,10.4,36.6,27.21,52300,20.1,1.786,2.6,0.349,0.39,419.1,2.44,256.0,28.0,0.393,1.77,75.0,,,,,,,,,,,,,,,,,,
1765,PROM-16,PROM0016,A8 2 1,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,RP IV,,,,,,,,,,,Y,Direct transcription,936,M,69500,66600,197,3.62,1632,13850,7800,106,5.6,0.602,0.771,378.0,2.6,10.58,3700,0.318,11.6,53.48,34.07,70300,24.3,2.207,1.28,0.466,0.52,555.4,3.06,434.0,26.0,0.437,2.28,92.0,,,,,,,,,,,,,,,,,,
1766,PROM-17,PROM0017,A10 1,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,RP IV,,,,,,,,,,,Y,Direct transcription,936,N,72300,67200,259,3.83,1653,11310,2700,626,8,0.768,0.899,486.0,3.148,13.46,3940,0.335,14.9,51.04,31.37,66600,29.9,2.355,1.21,0.533,0.94,421.8,3.44,331.0,35.0,0.597,2.55,96.0,,,,,,,,,,,,,,,,,,
1767,PROM-18,PROM0018,T23D 1,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,RP,,,Bowl,Bowl,,,,,,,Y,Direct transcription,936,O,79600,36200,345,3.89,1171,11670,3900,196,2.9,0.639,0.952,144.0,3.068,11.22,4940,0.354,13.1,42.0,42.46,71900,24.4,2.465,1.72,0.386,0.57,228.7,3.0,138.0,16.0,0.585,2.54,103.0,,,,,,,,,,,,,,,,,,
1768,PROM-19,PROM0019,T24B 1,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,RP,,,Jar,Storage Jar,,,,,,,Y,Direct transcription,936,P,84300,31100,389,3.72,967,12550,3200,405,7.9,0.453,0.8,517.0,2.344,5.71,5020,0.333,9.2,35.2,41.17,72900,15.1,2.209,0.65,0.29,0.42,218.2,2.05,104.0,12.0,0.467,1.73,87.0,,,,,,,,,,,,,,,,,,
1769,PROM-20,PROM0020,TS560,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,,,,,,,,,,,,Y,Direct transcription,936,Q,61300,71200,222,3.33,1340,12270,8200,654,5.4,0.658,0.714,601.0,2.589,12.47,3300,0.3,10.6,46.28,29.24,63000,22.1,1.892,1.23,0.434,1.06,485.7,2.8,420.0,23.0,0.511,2.27,86.0,,,,,,,,,,,,,,,,,,
1770,PROM-21,PROM0021,PH76 A36,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,,,,,,,,,,,,Y,Direct transcription,949,O,92200,22200,197,5.69,914,6330,21200,153,7,2.144,1.601,367.0,6.768,41.8,5200,0.478,37.7,23.8,18.73,49100,89.3,3.1,6.37,1.328,0.6,125.6,12.69,78.0,128.0,0.894,4.97,116.0,,,,,,,,,,,,,,,,,,
1771,PROM-22,PROM0022,A408,Phaneromeni,,,Surface,,"Artzy, M.",University of Haifa,Pottery,Proto White Slip,,,,,,,,,,,Y,Direct transcription,949,P,141900,15900,233,2.68,464,30270,23600,41,2.6,0.193,0.535,77.0,1.204,1.35,7760,0.484,3.3,7.92,60.24,18600,3.1,2.05,,0.098,,17.0,0.44,1.0,13.0,0.33,2.22,87.0,,,,,,,,,,,,,,,,,,
1772,PROM-23,PROM0023,A38-40 P176,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,Proto White Slip,,,,,,,,,,,Y,Direct transcription,949,Q,136000,19100,216,3.0,452,30190,23600,84,,0.166,0.509,76.0,1.253,1.72,7370,0.457,2.5,7.22,58.73,17400,2.8,2.11,0.16,0.093,0.24,13.7,0.47,2.0,16.0,0.4,2.48,86.0,,,,,,,,,,,,,,,,,,
1773,PROM-24,PROM0024,A294,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,,,,,,,,,,,,Y,Direct transcription,949,R,105100,16700,205,6.12,497,3920,32600,129,7.7,3.434,1.4,390.0,6.935,48.34,5720,0.481,35.2,16.88,19.9,50600,93.8,3.48,9.78,1.587,0.56,135.7,16.36,63.0,178.0,0.915,6.04,124.0,,,,,,,,,,,,,,,,,,
1774,PROM-25,PROM0025,A29 10,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,Episkopi Ware,,,,,,,,,,,,Direct transcription,949,S,69800,100400,208,3.89,1545,14490,3700,417,10,0.678,0.866,451.0,3.011,11.95,2950,0.268,13.2,46.31,29.1,59800,23.9,2.09,1.3,0.358,0.38,406.7,2.49,306.0,22.0,0.603,1.9,93.0,,,,,,,,,,,,,,,,,,
1775,PROM-26,PROM0026,A39 4,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,Incised Episkopi Ware,,,Jar,Amphora,,,,,,,,Direct transcription,949,T,72900,89500,207,4.24,1677,11990,6600,619,10.3,0.742,0.955,407.0,3.409,16.66,3360,0.33,16.4,48.94,29.72,62900,29.9,2.19,1.83,0.485,0.54,428.9,3.45,290.0,33.0,0.615,2.38,112.0,,,,,,,,,,,,,,,,,,
1776,PROM-27,PROM0027,A29 10 P174,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,Episkopi Ware,,,,,,,,,,,,Direct transcription,949,U,68000,65200,140,3.92,1473,15090,5900,578,3.2,0.743,0.921,515.0,3.509,16.31,3720,0.29,16.4,39.76,27.69,55400,29.7,2.09,1.92,0.472,0.35,560.6,3.39,290.0,33.0,0.634,2.26,86.0,,,,,,,,,,,,,,,,,,
1777,PROM-28,PROM0028,A29 4 P177,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,Episkopi Ware,,,,,,,,,,,Y,Direct transcription,949,V,61900,66500,178,3.68,1192,11390,5100,460,14.9,0.981,0.864,942.0,3.058,14.26,3680,0.318,14.7,38.41,27.79,60300,28.7,1.95,1.17,0.57,0.33,570.0,3.98,313.0,18.0,0.476,2.68,101.0,,,,,,,,,,,,,,,,,,
1778,PROM-29,PROM0029,A29 10 P171,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,White Painted,,,,,,,,,,,Y,Direct transcription,949,W,50300,152700,177,3.34,1318,8740,7500,1281,8.9,2.165,0.784,517.0,2.724,13.05,3150,0.275,11.7,35.63,21.23,41900,25.2,1.7,1.51,0.407,0.96,112.5,3.19,110.0,24.0,0.445,2.04,113.0,,,,,,,,,,,,,,,,,,
1779,PROM-30,PROM0030,P178,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,White Painted,,,,,,,,,,,Y,Direct transcription,949,X,61800,81300,210,3.61,1429,12840,4700,432,9.4,0.653,0.818,798.0,2.806,11.85,3550,0.317,13.7,43.94,26.83,56500,23.8,1.91,1.19,0.364,0.56,365.7,2.61,248.0,9.0,0.517,1.85,94.0,,,,,,,,,,,,,,,,,,
1780,PROM-31,PROM0031,A29 9 10,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,,Blue,,,,,,,,,,Y,Direct transcription,949,Y,85000,19100,194,5.13,697,7630,25800,358,26.5,2.452,1.354,491.0,6.123,41.91,5230,0.411,35.5,17.65,16.63,43100,81.6,2.77,7.24,1.285,0.5,159.0,12.88,79.0,120.0,0.783,5.05,104.0,,,,,,,,,,,,,,,,,,
1781,PROM-32,PROM0032,P131,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,White Painted III (?),,,Jar,Jug,,,,,,,Y,Direct transcription,949,Z,69100,75100,193,4.36,1025,10040,19400,267,13.6,1.608,1.125,482.0,3.968,20.45,4690,0.338,20.3,32.53,23.68,56000,41.8,2.15,4.75,0.609,0.87,317.8,6.52,222.0,77.0,0.616,3.09,120.0,,,,,,,,,,,,,,,,,,
1782,PROM-33,PROM0033,P139(?) (maybe 189),Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,,,,,,,,,,,,Y,,954,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,PROM-34,PROM0034,A40 13,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,RP IV,,,,,,,,,,,Y,,954,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,PROM-35,PROM0035,PC141,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,White Painted,,,,,,,,,,,,,954,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,PROM-36,PROM0036,PC263,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,,Blue,,,,,,,,,,Y,,954,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,PROM-37,PROM0037,PC115,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,,,,,,,,,,,,Y,Direct transcription,954,J,94200,30000,176,4.47,621,6850,28400,221,5.4,3.09,1.08,430.0,5.408,42.35,5220,0.41,36.9,17.97,17.31,45400,79.3,2.75,7.65,1.463,0.57,123.2,15.73,58.0,149.0,0.689,5.56,132.0,,,,,,,,,,,,,,,,,,
1787,PROM-38,PROM0038,PC217,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,,Blue,,,,,,,,,,,Direct transcription,954,K,92900,18000,185,5.28,551,6380,24600,212,17.9,2.599,1.274,476.0,6.321,42.35,5350,0.408,40.1,22.74,17.47,50200,85.7,3.03,7.56,1.404,0.58,122.2,13.24,76.0,130.0,0.797,5.18,103.0,,,,,,,,,,,,,,,,,,
1788,PROM-39,PROM0039,PC220,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,,,,,,,,,,,,Y,Direct transcription,954,M,94900,33600,189,5.78,1045,5200,28100,264,7.4,2.67,1.367,349.0,6.656,43.2,5380,0.389,43.7,22.18,18.16,50100,87.5,3.01,7.51,1.371,0.71,130.7,13.74,60.0,147.0,0.839,5.34,117.0,,,,,,,,,,,,,,,,,,
1789,PROM-40,PROM0040,PC269,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,,,,,,,,,,,,Y,Direct transcription,954,N,92700,34500,163,5.67,1068,6230,28500,338,8.7,2.964,1.38,356.0,6.891,44.63,5270,0.409,43.3,20.01,18.38,50600,90.6,3.18,8.1,1.375,0.6,132.3,14.4,83.0,163.0,0.885,5.66,118.0,,,,,,,,,,,,,,,,,,
1790,PROM-41,PROM0041,PC289,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,,Blue,,,,,,,,,,Y,Direct transcription,954,O,91500,30100,166,5.76,981,6980,24400,263,4.9,2.866,1.32,449.0,6.893,45.69,5350,0.402,43.1,20.18,18.36,49700,89.7,3.16,8.09,1.364,0.64,132.8,14.39,59.0,151.0,0.868,5.33,124.0,,,,,,,,,,,,,,,,,,
1791,PROM-42,PROM0042,PC289,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,,,,,,,,,,,,Y,,954,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,PROM-43,PROM0043,PC169,Phaneromeni,,,,,"Artzy, M.",University of Haifa,Pottery,,,,,,,,,,,,Y,,954,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,PYR-1,PYR0001,CS 685,Pyroi. Larnaca District,,,Roman Cemetery,,"Karageorghis, V.",Department of Antiquities-Nicosia,Pottery,Terra Sigillata,,,,,,,,,,,Y,Direct transcription,671,E,75500,132900,201,3.97,775,9620,15500,329,9.3,1.75,1.081,231.0,3.99,21.62,4050,0.336,23.2,32.53,23.21,55900,44.0,2.12,6.1,0.708,0.7,363.3,7.05,392.0,57.0,0.596,2.92,123.0,,,,,,,,,,,,,,,,,,
1794,SAL-1,SAL0001,1,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Brown,,,,,31,1100-1050 BC,Fine grit,,,Y,Direct transcription,325,U,61700,54300,180,4.6,894,11680,23900,846,17.8,2.07,0.803,232.0,2.979,14.15,4730,0.283,12.4,24.56,23.07,56300,31.1,1.93,3.4,0.566,0.7,287.2,5.64,184.0,73.0,0.505,3.36,85.0,,,,,,,,,,,,,,,,,,
1795,SAL-2,SAL0002,2,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Brown,,,,,31,1100-1050 BC,Fine grit,,,Y,Direct transcription,325,V,54300,79000,140,4.81,939,10520,20500,1208,45.9,1.67,0.962,155.0,3.461,16.82,4020,0.289,15.3,25.03,21.07,49000,32.8,1.98,2.6,0.505,0.7,410.2,5.39,152.0,58.0,0.523,2.9,130.0,,,,,,,,,,,,,,,,,,
1796,SAL-3,SAL0003,3,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Buff,,,,,31,1100-1050 BC,Fine grit,[Sherd mends with SAL-14],,Y,Direct transcription,325,W,59000,39700,191,4.69,351,10010,18900,2246,91.3,3.98,1.053,493.0,3.875,19.34,4130,0.329,16.9,13.86,22.21,50800,36.1,2.54,2.0,0.544,0.7,430.0,5.31,83.0,50.0,0.612,3.06,84.0,,,,,,,,,,,,,,,,,,
1797,SAL-4,SAL0004,4,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Grey,,,,,31,1100-1050 BC,Fine grit,,,Y,Direct transcription,325,X,70600,106700,150,5.51,1114,9600,21700,805,,1.95,1.076,263.0,4.056,21.52,5000,0.336,20.1,32.35,26.29,60200,44.5,2.11,4.8,0.874,0.9,275.5,7.22,236.0,73.0,0.627,2.84,93.0,,,,,,,,,,,,,,,,,,
1798,SAL-5,SAL0005,5,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Drab,,,,,31,1100-1050 BC,Fine grit,,,Y,Direct transcription,325,Y,61300,78500,203,4.74,968,10420,19600,1149,17.7,2.9,0.99,208.0,3.307,16.33,4940,0.308,15.2,24.35,25.51,57700,34.2,1.91,2.5,0.601,0.7,338.6,5.85,186.0,69.0,0.506,2.7,82.0,,,,,,,,,,,,,,,,,,
1799,SAL-6,SAL0006,6,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Brown,,,,,31,1100-1050 BC,Fine grit,[Sherd mends with SAL-11],,Y,Direct transcription,325,Z,50400,121400,164,4.41,757,9380,18200,1007,25,1.56,0.856,136.0,2.981,15.55,3590,0.248,14.4,22.35,19.03,43700,30.1,1.88,2.5,0.485,0.5,381.0,4.6,143.0,48.0,0.463,2.38,112.0,,,,,,,,,,,,,,,,,,
1800,SAL-7,SAL0007,7,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Drab,,,,,31,1100-1050 BC,Medium grit,[Sherd mends with SAL-9],,Y,Direct transcription,326,E,65500,68800,186,4.19,871,8640,23600,1079,6.1,2.54,0.889,217.0,3.22,16.07,4980,0.299,14.1,23.24,25.22,56300,32.4,1.88,3.6,0.742,0.6,308.0,5.71,190.0,74.0,0.498,3.12,65.0,,,,,,,,,,,,,,,,,,
1801,SAL-8,SAL0008,8,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Grey,,,,,31,1100-1050 BC,Fine grit,,,Y,Direct transcription,326,F,73500,111600,156,5.16,1050,9690,20000,789,,1.94,1.143,259.0,4.096,21.99,4720,0.355,20.7,31.83,26.49,60100,44.8,2.2,4.6,0.741,0.7,268.5,7.23,283.0,84.0,0.664,2.69,100.0,,,,,,,,,,,,,,,,,,
1802,SAL-9,SAL0009,10,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Buff,,,,,31,1100-1050 BC,Medium grit,[Sherd mends with SAL-7],,Y,Direct transcription,326,G,65000,68100,170,4.66,807,10540,19800,1442,51.8,4.93,0.969,546.0,3.482,16.92,4400,0.316,18.4,20.27,23.93,55100,37.6,2.08,2.5,0.6,0.6,308.3,5.73,167.0,66.0,0.497,2.89,83.0,,,,,,,,,,,,,,,,,,
1803,SAL-10,SAL0010,12,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Pink,,,,,31,1100-1050 BC,Medium grit,,,Y,Direct transcription,326,H,53400,112000,128,3.92,672,9520,20900,989,0.8,1.39,0.875,146.0,2.969,14.18,3680,0.235,15.4,21.38,19.24,43400,28.7,1.72,2.4,0.451,0.7,364.7,4.63,188.0,59.0,0.445,2.36,136.0,,,,,,,,,,,,,,,,,,
1804,SAL-11,SAL0011,13,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Pink,,,,,31,1100-1050 BC,Medium grit,[Sherd mends with SAL-6],,Y,Direct transcription,326,J,48800,127400,139,3.64,668,9560,19800,1086,9.6,1.37,0.829,131.0,2.819,14.76,2900,0.223,13.8,21.27,18.82,42100,28.4,1.57,2.3,0.452,0.6,414.8,4.6,162.0,53.0,0.45,2.35,118.0,,,,,,,,,,,,,,,,,,
1805,SAL-12,SAL0012,15,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Buff,,,,,31,1100-1050 BC,Fine grit,,,Y,Direct transcription,326,K,68800,61700,226,4.32,1059,12140,22800,1004,10.4,2.27,0.953,255.0,3.185,14.94,5100,0.287,13.0,26.65,24.17,56600,32.1,1.86,3.5,0.617,0.8,271.6,5.78,161.0,95.0,0.466,3.32,129.0,,,,,,,,,,,,,,,,,,
1806,SAL-13,SAL0013,16,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Drab,,,,,31,1100-1050 BC,Medium grit,,,Y,Direct transcription,326,M,65600,88400,227,4.6,1026,11650,17800,1193,,2.7,1.024,1859.0,3.335,17.3,4670,0.306,13.4,21.82,24.37,55500,32.8,2.03,3.5,0.549,0.9,256.7,5.66,166.0,53.0,0.496,2.84,73.0,,,,,,,,,,,,,,,,,,
1807,SAL-14,SAL0014,18,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Drab,,,,,31,1100-1050 BC,Medium grit,[Sherd mends with SAL-3],,Y,Direct transcription,326,N,66600,74500,247,4.88,1098,11500,22900,814,,2.77,0.918,301.0,3.286,14.95,4910,0.303,13.8,24.87,23.66,53900,33.6,1.88,3.4,0.581,1.3,277.6,5.36,152.0,58.0,0.566,2.63,70.0,,,,,,,,,,,,,,,,,,
1808,SAL-15,SAL0015,19,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Drab,,,,,31,1100-1050 BC,Medium grit,,,Y,Direct transcription,326,O,66600,68900,291,4.54,913,8920,22000,930,45.4,5.17,0.904,211.0,3.302,18.55,5020,0.291,15.1,22.26,25.6,56000,35.1,1.99,2.6,0.704,0.7,340.1,5.99,176.0,61.0,0.521,2.4,74.0,,,,,,,,,,,,,,,,,,
1809,SAL-16,SAL0016,20,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Proto White Painted,Buff,,,,,31,1100-1050 BC,Medium grit,,,Y,Direct transcription,326,P,68800,63200,265,4.66,875,10770,21800,1201,52.6,4.38,0.939,268.0,3.431,17.54,4390,0.328,17.2,20.64,24.18,55400,36.5,2.09,3.1,0.614,0.9,331.9,5.77,182.0,65.0,0.577,3.29,77.0,,,,,,,,,,,,,,,,,,
1810,SAL-17,SAL0017,1,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Cypro-Geometric I,Red,,,,,31,1100-1050 BC,Fine grit,,,Y,Direct transcription,326,Q,68400,71100,183,4.09,1061,11710,21100,827,,2.15,0.838,187.0,3.035,13.51,4810,0.275,14.9,30.76,25.16,59800,34.0,1.78,3.9,0.622,0.7,328.1,5.51,176.0,91.0,0.407,3.24,98.0,,,,,,,,,,,,,,,,,,
1811,SAL-18,SAL0018,2,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Cypro-Geometric I,Drab,,,,,31,1100-1050 BC,Medium grit,,,Y,Direct transcription,326,R,65800,105400,192,4.76,1069,10410,10900,625,,2.4,0.997,473.0,3.59,17.61,4460,0.329,18.5,28.98,23.61,54200,36.7,2.19,3.6,0.969,0.9,532.4,5.94,163.0,75.0,0.523,3.49,98.0,,,,,,,,,,,,,,,,,,
1812,SAL-19,SAL0019,3,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Cypro-Geometric I,Buff,,,,,31,1100-1050 BC,Medium grit,,,Y,Direct transcription,326,S,66100,106500,170,4.73,1155,9570,20500,690,,2.43,0.99,294.0,3.567,19.1,5100,0.321,19.0,29.95,24.76,55500,36.0,1.96,3.8,0.588,1.1,340.6,6.07,185.0,92.0,0.546,2.88,107.0,,,,,,,,,,,,,,,,,,
1813,SAL-20,SAL0020,4,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Cypro-Geometric I,Drab,,,,,31,1100-1050 BC,Medium grit,,,Y,Direct transcription,326,T,68400,98700,218,4.63,981,14290,12200,937,46.5,1.95,1.053,326.0,3.685,18.64,4150,0.32,19.5,27.2,23.55,53800,38.0,2.16,4.0,0.62,0.8,699.8,6.29,170.0,61.0,0.542,3.46,102.0,,,,,,,,,,,,,,,,,,
1814,SAL-21,SAL0021,5,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Cypro-Geometric I,Buff,,,,,31,1100-1050 BC,Medium grit,,,Y,Direct transcription,326,U,66900,105000,198,5.15,1039,10840,15100,746,17.5,2.51,1.071,282.0,3.831,19.2,4180,0.321,18.4,29.81,24.35,56000,40.3,2.27,4.7,0.628,0.6,597.9,6.3,201.0,70.0,0.607,3.3,120.0,,,,,,,,,,,,,,,,,,
1815,SAL-22,SAL0022,6,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Cypro-Geometric I,Drab,,,,,31,1100-1050 BC,Medium grit,,,Y,Direct transcription,326,V,67100,93300,163,4.66,941,14350,13300,831,53.9,1.88,1.056,288.0,3.646,20.37,4490,0.3,15.2,27.12,23.27,53600,38.2,2.23,4.2,0.636,0.7,653.1,6.39,209.0,71.0,0.521,3.09,100.0,,,,,,,,,,,,,,,,,,
1816,SAL-23,SAL0023,7,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Cypro-Geometric I,Buff,,,,,31,1100-1050 BC,Fine grit,,,Y,Direct transcription,326,W,67700,119700,178,5.44,1155,9380,20100,873,49.3,2.48,1.086,198.0,3.88,19.93,4820,0.343,19.6,31.65,25.89,59200,36.8,2.39,4.4,0.618,0.5,300.2,6.07,217.0,57.0,0.641,3.14,111.0,,,,,,,,,,,,,,,,,,
1817,SAL-24,SAL0024,9,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Cypro-Geometric I,Drab,,,,,31,1100-1050 BC,Medium grit,,,Y,Direct transcription,326,X,63400,74600,180,4.06,1068,9620,20900,837,8,2.1,0.927,279.0,3.379,16.58,4150,0.289,15.5,27.02,23.51,54300,34.6,2.03,3.3,0.608,0.9,442.7,6.05,130.0,70.0,0.532,3.45,102.0,,,,,,,,,,,,,,,,,,
1818,SAL-25,SAL0025,11,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Cypro-Geometric I,Buff,,,,,31,1100-1050 BC,Medium grit,,,Y,Direct transcription,326,Y,69500,114500,166,5.03,1283,9940,18500,901,57.9,2.4,1.016,352.0,3.604,17.95,4550,0.301,17.6,31.4,25.99,58100,36.7,2.05,3.9,0.711,0.6,415.5,6.05,149.0,57.0,0.557,3.36,105.0,,,,,,,,,,,,,,,,,,
1819,SAL-26,SAL0026,12,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Cypro-Geometric I,Drab,,,,,31,1100-1050 BC,Medium grit,,,Y,Direct transcription,326,Z,64600,123500,114,4.45,1127,10880,15700,973,,2.79,0.98,296.0,3.472,17.63,4670,0.278,18.0,25.88,23.34,54400,35.5,2.0,3.0,0.55,0.6,244.1,5.5,216.0,53.0,0.528,2.44,81.0,,,,,,,,,,,,,,,,,,
1820,SAL-27,SAL0027,15,Salamis,35.183,33.9,Tomb 1,"Pouilloux, J.","Karageorghis, V.","Department of Antiquities, Nicosia",Pottery,Cypro-Geometric I,Fine grit grey,,,,,32,1050-950 BC,,,,Y,Direct transcription,328,E,62800,94000,210,4.64,1094,7970,15800,186,20.8,2.34,0.966,311.0,3.475,18.24,5040,0.346,17.4,28.41,27.01,59800,34.1,1.97,4.2,0.679,1.0,425.2,5.98,179.0,64.0,0.539,3.91,94.0,,,,,,,,,,,,,,,,,,
